,source,target,weight
1388,Emeril,Monica Geller,1
1389,Emeril,Scene Directions,1
1390,Emil Alexander,Joey Tribbiani,1
1391,Emil Alexander,Mr. Bowmont,1
1392,Emil Alexander,Phoebe Buffay,1
1393,Emil Alexander,Rachel Green,1
1394,Emil Alexander,Scene Directions,1
1395,Emily Waltham,Felicity,1
1396,Emily Waltham,Gunther,1
1397,Emily Waltham,Jack Geller,5
1398,Emily Waltham,Joey Tribbiani,16
1399,Emily Waltham,Joshua Burgin,2
1400,Emily Waltham,Judy Geller,6
1401,Emily Waltham,Liam,2
1402,Emily Waltham,Minister,2
1403,Emily Waltham,Monica Geller,18
1404,Emily Waltham,Phoebe Buffay,14
1405,Emily Waltham,Rachel Green,14
1406,Emily Waltham,Ross Geller,30
1407,Emily Waltham,Scene Directions,33
1408,Emily Waltham,Stephen Waltham,5
1409,Emily Waltham,Susan Bunch,2
1410,Emily Waltham,Ticket Agent,1
1411,Emily Waltham,Woman,1
1412,Emma,Estelle Leonard,1
1413,Emma,Jack Geller,1
1414,Emma,Joey Tribbiani,1
1415,Emma,Judy Geller,1
1416,Emma,Monica Geller,1
1417,Emma,Phoebe Buffay,1
1418,Emma,Rachel Green,1
1419,Emma,Ross Geller,1
1420,Emma,Scene Directions,1
1421,Employee,Monica Geller,1
1422,Employee,Peter Becker,1
1423,Employee,Scene Directions,1
1424,Employee,Secretary,1
1425,Eric,Girl,1
1426,Eric,Joey Tribbiani,2
1427,Eric,Kids,1
1428,Eric,Mona,2
1429,Eric,Monica Geller,2
1430,Eric,Phoebe Buffay,6
1431,Eric,Rachel Green,3
1432,Eric,Ross Geller,3
1433,Eric,Scene Directions,6
1434,Eric,Ursula Buffay,2
1435,Eric,Witch,1
1436,Eric (photographer),Monica Geller,1
1437,Eric (photographer),Mr. Heckles,1
1438,Eric (photographer),Phoebe Buffay,1
1439,Eric (photographer),Ross Geller,1
1440,Eric (photographer),Scene Directions,2
1441,Erica,Jennifer Aniston,1
1442,Erica,Joey Tribbiani,2
1443,Erica,Monica Geller,13
1444,Erica,Nurse,2
1445,Erica,Phoebe Buffay,2
1446,Erica,Rachel Green,1
1447,Erica,Ross Geller,2
1448,Erica,Scene Directions,13
1449,Erica Ford,Joey Tribbiani,4
1450,Erica Ford,Monica Geller,1
1451,Erica Ford,Rachel Green,1
1452,Erica Ford,Ross Geller,1
1453,Erica Ford,Scene Directions,4
1454,Erica Ford,Tv Doctor,1
1455,Erica Ford,Waiter,1
1456,Erin,Joey Tribbiani,5
1457,Erin,Joey's Date,1
1458,Erin,Man,1
1459,Erin,Phoebe Buffay,3
1460,Erin,Rachel Green,4
1461,Erin,Ray,1
1462,Erin,Ross Geller,1
1463,Erin,Scene Directions,5
1464,Ernie,Phoebe Buffay,1
1465,Ernie,Scene Directions,1
1466,Estelle Leonard,Jack Geller,1
1467,Estelle Leonard,Joey Tribbiani,9
1468,Estelle Leonard,Judy Geller,1
1469,Estelle Leonard,Lauren,1
1470,Estelle Leonard,Monica Geller,5
1471,Estelle Leonard,Peter Becker,1
1472,Estelle Leonard,Phoebe Buffay,4
1473,Estelle Leonard,Rachel Green,3
1474,Estelle Leonard,Ross Geller,2
1475,Estelle Leonard,Scene Directions,9
1476,Estelle Leonard,The Director,1
1477,Ethan,Joey Tribbiani,1
1478,Ethan,Monica Geller,3
1479,Ethan,Rachel Green,1
1480,Ethan,Ross Geller,1
1481,Ethan,Scene Directions,2
1482,Evil Bitch,Rachel Green,1
1483,Evil Bitch,Ross Geller,1
1484,Evil Bitch,Scene Directions,1
1485,Evil Bitch,Sick Bastard,1
1486,Extra,Joey Tribbiani,1
1487,Extra,Man,1
1488,Extra,Phoebe Buffay,1
1489,Extra,Scene Directions,1
1490,Fake Monica,Monica Geller,3
1491,Fake Monica,Phoebe Buffay,1
1492,Fake Monica,Rachel Green,2
1493,Fake Monica,Scene Directions,1
1494,Fake Monica,Teacher,1
1495,Fake Monica,Woman,1
1496,Fat Girl,Gert,1
1497,Fat Girl,Jack Geller,1
1498,Fat Girl,Joey Tribbiani,1
1499,Fat Girl,Little Girl,1
1500,Fat Girl,Mona,1
1501,Fat Girl,Monica Geller,1
1502,Fat Girl,Phoebe Buffay,1
1503,Fat Girl,Rachel Green,1
1504,Fat Girl,Ross Geller,1
1505,Fat Girl,Scene Directions,1
1506,Fat Girl,Second Girl,1
1507,Felicity,Jack Geller,1
1508,Felicity,Joey Tribbiani,2
1509,Felicity,Judy Geller,1
1510,Felicity,Phoebe Buffay,1
1511,Felicity,Rachel Green,1
1512,Felicity,Ross Geller,1
1513,Felicity,Scene Directions,2
1514,Felicity,Stephen Waltham,1
1515,Female Clerk,Joey Tribbiani,1
1516,Female Clerk,Scene Directions,1
1517,Female Jeweler,Male Jeweler,1
1518,Female Jeweler,Phoebe Buffay,1
1519,Female Jeweler,Scene Directions,1
1520,Female Student,Male Student,1
1521,Female Student,Ross Geller,1
1522,Female Student,Scene Directions,1
1523,Fergie,Joey Tribbiani,1
1524,Fergie,Monica Geller,1
1525,Fergie,Ross Geller,1
1526,Fergie,Scene Directions,1
1527,Fireman,Phoebe Buffay,1
1528,Fireman,Scene Directions,1
1529,Fireman,Vince,1
1530,Fireman #1,Joey Tribbiani,1
1531,Fireman #1,Monica Geller,1
1532,Fireman #1,Phoebe Buffay,1
1533,Fireman #1,Rachel Green,1
1534,Fireman #1,Scene Directions,1
1535,Fireman #2,Phoebe Buffay,1
1536,Fireman #2,Rachel Green,1
1537,Fireman #2,Scene Directions,1
1538,Fireman No. 1,Fireman No. 2,2
1539,Fireman No. 1,Fireman No. 3,2
1540,Fireman No. 1,Monica Geller,1
1541,Fireman No. 1,Rachel Green,1
1542,Fireman No. 2,Fireman No. 3,2
1543,Fireman No. 2,Monica Geller,1
1544,Fireman No. 2,Rachel Green,1
1545,Fireman No. 3,Monica Geller,2
1546,Fireman No. 3,Phoebe Buffay,1
1547,Fireman No. 3,Rachel Green,2
1548,First Dorm Guy,Ross Geller,1
1549,First Dorm Guy,Sarah,1
1550,First Dorm Guy,Scene Directions,1
1551,First Dorm Guy,Second Dorm Guy,1
1552,First Dorm Guy,The Girls,1
1553,First Dorm Guy,Zoe,1
1554,Flight Attendant,Man,1
1555,Flight Attendant,Rachel Green,1
1556,Flight Attendant,Ross Geller,1
1557,Flight Attendant,Scene Directions,1
1558,Frank Buffay Jr.,Girl,1
1559,Frank Buffay Jr.,Jamie,1
1560,Frank Buffay Jr.,Jasmine,1
1561,Frank Buffay Jr.,Joey Tribbiani,7
1562,Frank Buffay Jr.,Joey's Doctor,1
1563,Frank Buffay Jr.,Male Nurse,1
1564,Frank Buffay Jr.,Monica Geller,8
1565,Frank Buffay Jr.,Mrs. Buffay,1
1566,Frank Buffay Jr.,Phoebe Abbott,1
1567,Frank Buffay Jr.,Phoebe Buffay,23
1568,Frank Buffay Jr.,Rachel Green,9
1569,Frank Buffay Jr.,Ross Geller,8
1570,Frank Buffay Jr.,Scene Directions,26
1571,Frank Buffay Sr.,Joey Tribbiani,1
1572,Frank Buffay Sr.,Man,1
1573,Frank Buffay Sr.,Monica Geller,1
1574,Frank Buffay Sr.,Phoebe Buffay,2
1575,Frank Buffay Sr.,Rachel Green,1
1576,Frank Buffay Sr.,Ross Geller,1
1577,Frank Buffay Sr.,Scene Directions,2
1578,Franny,Monica Geller,2
1579,Franny,Ross Geller,1
1580,Franny,Scene Directions,1
1581,Franny,The Woman,1
1582,Fredrick,Jessica Lockhart,1
1583,Fredrick,Joey Tribbiani,1
1584,Fredrick,Scene Directions,1
1585,Fredrick,The Director,1
1586,Friend,Judy Geller,1
1587,Friend,Monica Geller,1
1588,Friend,Richard Burke,1
1589,Friend,Ross Geller,1
1590,Friend,Scene Directions,2
1591,Friend No. 1,Friend No. 2,2
1592,Friend No. 1,Her Friends,1
1593,Friend No. 1,Monica Geller,1
1594,Friend No. 1,Rachel Green,2
1595,Friend No. 1,Scene Directions,2
1596,Friend No. 1,Waitress,1
1597,Friend No. 2,Her Friends,1
1598,Friend No. 2,Monica Geller,1
1599,Friend No. 2,Rachel Green,2
1600,Friend No. 2,Scene Directions,2
1601,Friend No. 2,Waitress,1
1602,Front Desk Clerk,Joey Tribbiani,1
1603,Front Desk Clerk,Man,1
1604,Front Desk Clerk,Monica Geller,2
1605,Front Desk Clerk,Phoebe Buffay,1
1606,Front Desk Clerk,Rachel Green,1
1607,Front Desk Clerk,Scene Directions,2
1608,Front Desk Clerk,Woman,1
1609,Gail,Phoebe Buffay,1
1610,Gail,Scene Directions,1
1611,Gang,Gunther,1
1612,Gang,Joey Tribbiani,2
1613,Gang,Monica Geller,2
1614,Gang,Phoebe Buffay,2
1615,Gang,Rachel Green,2
1616,Gang,Ross Geller,2
1617,Gang,Scene Directions,2
1618,Gary,Gary's Radio,1
1619,Gary,Joey Tribbiani,7
1620,Gary,Monica Geller,8
1621,Gary,Phoebe Buffay,11
1622,Gary,Rachel Green,2
1623,Gary,Ross Geller,6
1624,Gary,Scene Directions,16
1625,Gary,The Knocker,1
1626,Gary,Voice,1
1627,Gary Collins,Joey Tribbiani,2
1628,Gary Collins,Pbs Volunteer,1
1629,Gary Collins,Phoebe Buffay,2
1630,Gary Collins,Scene Directions,2
1631,Gary Collins,Stage Director,1
1632,Gary's Radio,Monica Geller,1
1633,Gary's Radio,Phoebe Buffay,1
1634,Gary's Radio,Scene Directions,1
1635,Gate Agent,Rachel Green,2
1636,Gate Agent,Ross Geller,2
1637,Gate Agent,Scene Directions,2
1638,Gate Attendant #1,Rachel Green,1
1639,Gate Attendant #1,Scene Directions,1
1640,Gate Attendant #2,Passenger #2,1
1641,Gate Attendant #2,Phoebe Buffay,1
1642,Gate Attendant #2,Rachel Green,1
1643,Gate Attendant #2,Ross Geller,1
1644,Gate Attendant #2,Scene Directions,1
1645,Gavin Mitchell,Guy,1
1646,Gavin Mitchell,Heather,1
1647,Gavin Mitchell,Molly,1
1648,Gavin Mitchell,Monica Geller,2
1649,Gavin Mitchell,Mr. Zelner,2
1650,Gavin Mitchell,Phoebe Buffay,1
1651,Gavin Mitchell,Rachel Green,8
1652,Gavin Mitchell,Ross Geller,2
1653,Gavin Mitchell,Scene Directions,8
1654,Gene,Joey Tribbiani,3
1655,Gene,Scene Directions,3
1656,Gene,Stage Manager,1
1657,Gene,Voice,1
1658,Gerston,Petrie,1
1659,Gerston,Phoebe Buffay,1
1660,Gerston,Santos,1
1661,Gerston,Scene Directions,1
1662,Gert,Jack Geller,1
1663,Gert,Joey Tribbiani,1
1664,Gert,Little Girl,1
1665,Gert,Mona,1
1666,Gert,Monica Geller,1
1667,Gert,Phoebe Buffay,1
1668,Gert,Rachel Green,1
1669,Gert,Ross Geller,1
1670,Gert,Scene Directions,1
1671,Gert,Second Girl,1
1672,Ginger,Gunther,1
1673,Ginger,Joey Tribbiani,1
1674,Ginger,Phoebe Buffay,1
1675,Ginger,Scene Directions,4
1676,Ginger,Woman,1
1677,Girl,Janine Lecroix,1
1678,Girl,Jasmine,1
1679,Girl,Joey Tribbiani,4
1680,Girl,Kids,1
1681,Girl,Leader,1
1682,Girl,Mackenzie,1
1683,Girl,Mona,1
1684,Girl,Monica Geller,2
1685,Girl,Nurse,1
1686,Girl,Phoebe Buffay,2
1687,Girl,Rachel Green,1
1688,Girl,Receptionist,1
1689,Girl,Ross Geller,5
1690,Girl,Sally,1
1691,Girl,Scene Directions,8
1692,Girl,Ursula Buffay,1
1693,Girl,Witch,1
1694,Girl,Woman,1
1695,Girl 1,Girl 1 On Bus,1
1696,Girl 1,Girl 2,1
1697,Girl 1,Girl 2 On Bus,1
1698,Girl 1,Girl's Voice,1
1699,Girl 1,Gunther,1
1700,Girl 1,Guy,1
1701,Girl 1,Joey Tribbiani,2
1702,Girl 1,Judy Geller,1
1703,Girl 1,Leonard Green,1
1704,Girl 1,Monica Geller,2
1705,Girl 1,Phoebe Buffay,2
1706,Girl 1,Rachel Green,2
1707,Girl 1,Ross Geller,2
1708,Girl 1,Sandra Green,1
1709,Girl 1,Scene Directions,2
1710,Girl 1,Stephanie Schiffer,1
1711,Girl 1,Terry,1
1712,Girl 1,Transit Authority Guy,1
1713,Girl 1 On Bus,Girl 2,1
1714,Girl 1 On Bus,Girl 2 On Bus,1
1715,Girl 1 On Bus,Joey Tribbiani,1
1716,Girl 1 On Bus,Monica Geller,1
1717,Girl 1 On Bus,Phoebe Buffay,1
1718,Girl 1 On Bus,Rachel Green,1
1719,Girl 1 On Bus,Ross Geller,1
1720,Girl 1 On Bus,Scene Directions,1
1721,Girl 1 On Bus,Stephanie Schiffer,1
1722,Girl 1 On Bus,Terry,1
1723,Girl 1 On Bus,Transit Authority Guy,1
1724,Girl 2,Girl 2 On Bus,1
1725,Girl 2,Joey Tribbiani,1
1726,Girl 2,Monica Geller,1
1727,Girl 2,Phoebe Buffay,1
1728,Girl 2,Rachel Green,1
1729,Girl 2,Ross Geller,1
1730,Girl 2,Scene Directions,1
1731,Girl 2,Stephanie Schiffer,1
1732,Girl 2,Terry,1
1733,Girl 2,Transit Authority Guy,1
1734,Girl 2 On Bus,Joey Tribbiani,1
1735,Girl 2 On Bus,Monica Geller,1
1736,Girl 2 On Bus,Phoebe Buffay,1
1737,Girl 2 On Bus,Rachel Green,1
1738,Girl 2 On Bus,Ross Geller,1
1739,Girl 2 On Bus,Scene Directions,1
1740,Girl 2 On Bus,Stephanie Schiffer,1
1741,Girl 2 On Bus,Terry,1
1742,Girl 2 On Bus,Transit Authority Guy,1
1743,Girl's Voice,Gunther,1
1744,Girl's Voice,Guy,1
1745,Girl's Voice,Joey Tribbiani,1
1746,Girl's Voice,Judy Geller,1
1747,Girl's Voice,Leonard Green,1
1748,Girl's Voice,Monica Geller,1
1749,Girl's Voice,Phoebe Buffay,1
1750,Girl's Voice,Rachel Green,1
1751,Girl's Voice,Ross Geller,1
1752,Girl's Voice,Sandra Green,1
1753,Girl's Voice,Scene Directions,1
1754,Glenda,Ross Geller,1
1755,Glenda,Scene Directions,1
1756,Gloria Tribbiani,Joey Tribbiani,1
1757,Grandma Tribbiani,Joey Tribbiani,2
1758,Grandma Tribbiani,Monica Geller,1
1759,Grandma Tribbiani,Phoebe Buffay,2
1760,Grandma Tribbiani,Rachel Green,2
1761,Grandma Tribbiani,Ross Geller,2
1762,Grandma Tribbiani,Scene Directions,2
1763,Grandmother,Phoebe Buffay,2
1764,Grandmother,Scene Directions,2
1765,Guest #1,Party Guests,1
1766,Guest #1,Phoebe Buffay,1
1767,Guest #1,Ross Geller,1
1768,Guest #1,Scene Directions,1
1769,Guest #1,Steve Cera,1
1770,Guest #2,Guest #3,1
1771,Guest #2,Phoebe Buffay,1
1772,Guest #2,Ross Geller,1
1773,Guest #2,Scene Directions,1
1774,Guest #2,Steve Cera,1
1775,Guest #3,Phoebe Buffay,1
1776,Guest #3,Ross Geller,1
1777,Guest #3,Scene Directions,1
1778,Guest #3,Steve Cera,1
1779,Gunther,Guy,1
1780,Gunther,Hayley,1
1781,Gunther,Host,1
1782,Gunther,Jack Geller,1
1783,Gunther,Janice Litman Goralnik,2
1784,Gunther,Jill Green,1
1785,Gunther,Joey Tribbiani,47
1786,Gunther,Joey's Sisters,1
1787,Gunther,Joshua Burgin,2
1788,Gunther,Judy Geller,2
1789,Gunther,Kathy,2
1790,Gunther,Kid,1
1791,Gunther,Larry,1
1792,Gunther,Lauren,1
1793,Gunther,Leonard Green,1
1794,Gunther,Little Bully,1
1795,Gunther,Mark Robinson,1
1796,Gunther,Melissa Warburton,1
1797,Gunther,Mike,1
1798,Gunther,Monica Geller,28
1799,Gunther,Patron,1
1800,Gunther,Phoebe Buffay,31
1801,Gunther,Professor Spafford,1
1802,Gunther,Rachel Green,35
1803,Gunther,Robert Bobby,1
1804,Gunther,Ross Geller,43
1805,Gunther,Sandra Green,1
1806,Gunther,Scene Directions,67
1807,Gunther,Sister 1,1
1808,Gunther,The Fan,1
1809,Gunther,The Interviewer,2
1810,Gunther,The Stripper,1
1811,Gunther,Tommy,1
1812,Gunther,Woman,3
1813,Guru Saj,Joey Tribbiani,1
1814,Guru Saj,Ross Geller,1
1815,Guru Saj,Scene Directions,2
1816,Guy,Helena,1
1817,Guy,Hombre Man,1
1818,Guy,Jim,1
1819,Guy,Joey Tribbiani,8
1820,Guy,Judy Geller,1
1821,Guy,Leonard Green,1
1822,Guy,Lydia,1
1823,Guy,Michael,1
1824,Guy,Monica Geller,10
1825,Guy,Phoebe Buffay,16
1826,Guy,Rachel Green,10
1827,Guy,Ross Geller,10
1828,Guy,Sandra Green,1
1829,Guy,Scene Directions,26
1830,Guy,Steve Cera,1
1831,Guy,Supervisor,1
1832,Guy,"The ""Hey Guy"" Guy",1
1833,Guy,The Flight Attendant,1
1834,Guy,Tim,1
1835,Guy,Tom,1
1836,Guy,Waiter,1
1837,Guy,Woman,1
1838,Guy #1,Joey Tribbiani,1
1839,Guy #1,Scene Directions,1
1840,Guy #1,Woman,1
1841,Guy #2,Joey Tribbiani,1
1842,Guy #2,Scene Directions,1
1843,Guy #2,The Porsche Owner,1
1844,Guy All The Way In The Back,Monica Geller,1
1845,Guy All The Way In The Back,Rachel Green,1
1846,Guy All The Way In The Back,Scene Directions,1
1847,Guys,Joanne,1
1848,Guys,Joey Tribbiani,5
1849,Guys,Kiki,1
1850,Guys,Leonard Green,1
1851,Guys,Leslie,1
1852,Guys,Monica Geller,5
1853,Guys,Phoebe Buffay,5
1854,Guys,Rachel Green,5
1855,Guys,Ross Geller,5
1856,Guys,Sandra Green,1
1857,Guys,Scene Directions,5
1858,Gym Employee,Ross Geller,1
1859,Gym Employee,Scene Directions,1
1860,Gym Employee,Woman,1
1861,Handyman,Monica Geller,1
1862,Handyman,Rachel Green,1
1863,Handyman,Scene Directions,1
1864,Hayley,Hayley's Roommate,1
1865,Hayley,Joey Tribbiani,3
1866,Hayley,Monica Geller,1
1867,Hayley,Scene Directions,3
1868,Hayley's Roommate,Joey Tribbiani,1
1869,Hayley's Roommate,Scene Directions,1
1870,Health Inspector,Larry,1
1871,Health Inspector,Monica Geller,1
1872,Health Inspector,Phoebe Buffay,1
1873,Health Inspector,Scene Directions,1
1874,Heather,Rachel Green,1
1875,Heather,Scene Directions,1
1876,Helen,Nina Bookbinder,2
1877,Helen,Scene Directions,2
1878,Helena,Monica Geller,3
1879,Helena,Scene Directions,3
1880,Helena,The Chorus Line,1
1881,Helena,Waiter In Drag,1
1882,Henrietta,Joey Tribbiani,1
1883,Henrietta,Scene Directions,1
1884,Her Friend,Michelle,1
1885,Her Friend,Ross Geller,1
1886,Her Friend,Scene Directions,1
1887,Her Friend,Woman,1
1888,Her Friends,Rachel Green,1
1889,Her Friends,Scene Directions,1
1890,Hilda,Man,1
1891,Hilda,Rachel Green,1
1892,Hilda,Scene Directions,1
1893,Hilda,Tag Jones,1
1894,Hillary,Ross Geller,2
1895,Hillary,Scene Directions,2
1896,Hitchhiker,Joey Tribbiani,3
1897,Hitchhiker,Phoebe Buffay,3
1898,Hitchhiker,Scene Directions,3
1899,Hold Voice,Joey Tribbiani,1
1900,Hold Voice,Monica Geller,3
1901,Hold Voice,Phoebe Buffay,3
1902,Hold Voice,Rachel Green,1
1903,Hold Voice,Scene Directions,3
1904,Hombre Man,Joey Tribbiani,3
1905,Hombre Man,Scene Directions,3
1906,Hombre Man,Store Guy,1
1907,Hooker,Joey Tribbiani,2
1908,Hooker,Monica Geller,1
1909,Hooker,Scene Directions,2
1910,Hope,Nurse,1
1911,Hope,Rachel Green,1
1912,Hope,Scene Directions,1
1913,Hoshi,Monica Geller,1
1914,Hoshi,Peter Becker,1
1915,Hoshi,Scene Directions,1
1916,Host,Joey Tribbiani,2
1917,Host,Lauren,1
1918,Host,Mike,2
1919,Host,Monica Geller,1
1920,Host,Phoebe Buffay,3
1921,Host,Rachel Green,3
1922,Host,Ross Geller,2
1923,Host,Scene Directions,3
1924,Host,The Interviewer,1
1925,Hotel Clerk,Monica Geller,1
1926,Hotel Clerk,Scene Directions,1
1927,Housekeeper,Phoebe Buffay,1
1928,Housekeeper,Scene Directions,1
1929,Hypnosis Tape,Joey Tribbiani,2
1930,Hypnosis Tape,Scene Directions,3
1931,Intercom,Joey Tribbiani,1
1932,Intercom,Luisa Gianetti,1
1933,Intercom,Monica Geller,3
1934,Intercom,Phoebe Buffay,2
1935,Intercom,Rachel Green,3
1936,Intercom,Ross Geller,2
1937,Intercom,Scene Directions,3
1938,Intercom,Woman No. 1,1
1939,Intercom,Woman No. 2,1
1940,Intern,Scene Directions,2
1941,Interviewer,Monica Geller,2
1942,Interviewer,Phoebe Buffay,1
1943,Interviewer,Scene Directions,4
1944,Isabella Rosselini,Monica Geller,1
1945,Isabella Rosselini,Rachel Green,1
1946,Isabella Rosselini,Ross Geller,1
1947,Isabella Rosselini,Scene Directions,1
1948,Issac,Joey Tribbiani,1
1949,Issac,Ross Geller,2
1950,Issac,Scene Directions,3
1951,Jack,Phoebe Buffay,1
1952,Jack,Scene Directions,1
1953,Jack,Woman,1
1954,Jack Geller,Joey Tribbiani,21
1955,Jack Geller,Judy Geller,25
1956,Jack Geller,Little Girl,1
1957,Jack Geller,Man,2
1958,Jack Geller,Minister,1
1959,Jack Geller,Mona,1
1960,Jack Geller,Monica Geller,34
1961,Jack Geller,Nora Tyler Bing,3
1962,Jack Geller,Parker,2
1963,Jack Geller,Phoebe Buffay,21
1964,Jack Geller,Rachel Green,21
1965,Jack Geller,Ross Geller,33
1966,Jack Geller,Scene Directions,40
1967,Jack Geller,Second Girl,1
1968,Jack Geller,Stephen Waltham,5
1969,Jack Geller,Tag Jones,1
1970,Jack Geller,The Doctor,1
1971,Jack Geller,The Girls,1
1972,Jack Geller,The Paramedic,1
1973,Jack Geller,The Rabbi,1
1974,Jack Geller,Uncle Dan,1
1975,Jack Geller,Waiter,1
1976,Jack Geller,Woman,3
1977,Jade,Joey Tribbiani,4
1978,Jade,Machine,2
1979,Jade,Monica Geller,3
1980,Jade,Phoebe Buffay,3
1981,Jade,Rachel Green,3
1982,Jade,Ross Geller,4
1983,Jade,Scene Directions,4
1984,Jade,Waitress,1
1985,Jake,Joey Tribbiani,1
1986,Jake,Man,1
1987,Jake,Monica Geller,1
1988,Jake,Phoebe Buffay,2
1989,Jake,Scene Directions,2
1990,Jamie,Phoebe Buffay,1
1991,Jamie,Rachel Green,1
1992,Jamie,Scene Directions,1
1993,Jane,Joey Tribbiani,1
1994,Jane,Message,1
1995,Jane,Rachel Green,1
1996,Jane,Scene Directions,1
1997,Janice Litman Goralnik,Jester,1
1998,Janice Litman Goralnik,Joey Tribbiani,19
1999,Janice Litman Goralnik,Lady,1
2000,Janice Litman Goralnik,Lorraine,3
2001,Janice Litman Goralnik,Man,1
2002,Janice Litman Goralnik,Matress King,1
2003,Janice Litman Goralnik,Max,1
2004,Janice Litman Goralnik,Monica Geller,15
2005,Janice Litman Goralnik,Nurse,1
2006,Janice Litman Goralnik,Phoebe Buffay,15
2007,Janice Litman Goralnik,Rachel Green,12
2008,Janice Litman Goralnik,Realtor,1
2009,Janice Litman Goralnik,Ross Geller,13
2010,Janice Litman Goralnik,Sandy,1
2011,Janice Litman Goralnik,Scene Directions,44
2012,Janice Litman Goralnik,Sid Goralnik,1
2013,Janice Litman Goralnik,The Colonel,1
2014,Janice Litman Goralnik,The Waitress,1
2015,Janice Litman Goralnik,Ticket Counter Attendant,2
2016,Janice's Voice,Monica Geller,1
2017,Janice's Voice,Scene Directions,1
2018,Janine,Jill Green,1
2019,Janine,Joey Tribbiani,1
2020,Janine,Rachel Green,1
2021,Janine,Ross Geller,1
2022,Janine,Scene Directions,1
2023,Janine,The Interviewer,1
2024,Janine,Woman,1
2025,Janine Lecroix,Joey Tribbiani,13
2026,Janine Lecroix,Monica Geller,7
2027,Janine Lecroix,Rachel Green,2
2028,Janine Lecroix,Ross Geller,5
2029,Janine Lecroix,Scene Directions,14
2030,Janitor,Phoebe Buffay,1
2031,Janitor,Ross Geller,3
2032,Janitor,Scene Directions,3
2033,Janitor,Susan Bunch,1
2034,Jarvis Oberblau,Paleontologist,1
2035,Jarvis Oberblau,Professore Clerk,1
2036,Jarvis Oberblau,Ross Geller,1
2037,Jarvis Oberblau,Scene Directions,1
2038,Jarvis Oberblau,Woman,1
2039,Jasmine,Phoebe Buffay,1
2040,Jasmine,Ross Geller,1
2041,Jasmine,Scene Directions,2
2042,Jason,Phoebe Buffay,3
2043,Jason,Scene Directions,3
2044,Jason,Vince,1
2045,Jay Leno,Joey Tribbiani,2
2046,Jay Leno,Monica Geller,2
2047,Jay Leno,Nora Tyler Bing,1
2048,Jay Leno,Paolo,1
2049,Jay Leno,Phoebe Buffay,2
2050,Jay Leno,Rachel Green,2
2051,Jay Leno,Ross Geller,2
2052,Jay Leno,Scene Directions,2
2053,Jean-Claude Van Damme,Joey Tribbiani,2
2054,Jean-Claude Van Damme,Monica Geller,3
2055,Jean-Claude Van Damme,Phoebe Buffay,1
2056,Jean-Claude Van Damme,Rachel Green,2
2057,Jean-Claude Van Damme,Ross Geller,1
2058,Jean-Claude Van Damme,Scene Directions,4
2059,Jean-Claude Van Damme,Security Guard,1
2060,Jean-Claude Van Damme,Susie Moss,1
2061,Jean-Claude Van Damme,Trainer,1
2062,Jeanette,Monica Geller,1
2063,Jeanette,Phoebe Buffay,1
2064,Jeanette,Rachel Green,1
2065,Jeanette,Scene Directions,1
2066,Jeanette,Zack,1
2067,Jeannie,Joey Tribbiani,1
2068,Jeannie,Mr. Douglas,1
2069,Jeannie,Scene Directions,1
2070,Jeannine,Julio (poet),1
2071,Jeannine,Monica Geller,1
2072,Jeannine,Scene Directions,1
2073,Jen,Joey Tribbiani,1
2074,Jen,Ross Geller,2
2075,Jen,Scene Directions,2
2076,Jen,The Hot Girl,1
2077,Jen,The Man,1
2078,Jennifer Aniston,Monica Geller,1
2079,Jennifer Aniston,Rachel Green,1
2080,Jennifer Aniston,Ross Geller,1
2081,Jennifer Aniston,Scene Directions,1
2082,Jessica Ashley,Joey Tribbiani,1
2083,Jessica Ashley,Rachel Green,1
2084,Jessica Ashley,Scene Directions,1
2085,Jessica Lockhart,Joey Tribbiani,2
2086,Jessica Lockhart,Scene Directions,2
2087,Jessica Lockhart,The Director,2
2088,Jester,Joey Tribbiani,1
2089,Jester,Monica Geller,1
2090,Jester,Scene Directions,1
2091,Jill Goodacre,Scene Directions,5
2092,Jill Green,Joey Tribbiani,4
2093,Jill Green,Monica Geller,3
2094,Jill Green,Phoebe Buffay,2
2095,Jill Green,Rachel Green,9
2096,Jill Green,Ross Geller,7
2097,Jill Green,Scene Directions,9
2098,Jill Green,The Interviewer,1
2099,Jill Green,Woman,3
2100,Jim,Phoebe Buffay,2
2101,Jim,Scene Directions,2
2102,Jo Lynn,Joey Tribbiani,1
2103,Jo Lynn,Monica Geller,1
2104,Jo Lynn,Scene Directions,1
2105,Joanna,Joey Tribbiani,1
2106,Joanna,Mr. Posner,1
2107,Joanna,Mrs. Lynch,1
2108,Joanna,Rachel Green,11
2109,Joanna,Scene Directions,11
2110,Joanna,Sophie,5
2111,Joanne,Joey Tribbiani,1
2112,Joanne,Kiki,2
2113,Joanne,Leslie,2
2114,Joanne,Monica Geller,1
2115,Joanne,Phoebe Buffay,1
2116,Joanne,Rachel Green,2
2117,Joanne,Ross Geller,1
2118,Joanne,Scene Directions,1
2119,Joey Tribbiani,Joey Tribbiani Sr.,5
2120,Joey Tribbiani,Joey's Co-Star,2
2121,Joey Tribbiani,Joey's Date,2
2122,Joey Tribbiani,Joey's Doctor,3
2123,Joey Tribbiani,Joey's Grandmother,1
2124,Joey Tribbiani,Joey's Hand Twin,2
2125,Joey Tribbiani,Joey's Look-A-Like,1
