,source,target,weight
2851,Monica Geller,Oven,1
2852,Monica Geller,Owen,2
2853,Monica Geller,Paolo,6
2854,Monica Geller,Parker,3
2855,Monica Geller,Patrick,1
2856,Monica Geller,Paul Stevens,2
2857,Monica Geller,Paul the Wine Guy,4
2858,Monica Geller,Paula,2
2859,Monica Geller,Paulo,2
2860,Monica Geller,Pete's Mom,1
2861,Monica Geller,Peter Becker,17
2862,Monica Geller,Phoebe Abbott,1
2863,Monica Geller,Phoebe Buffay,820
2864,Monica Geller,Phoebe's Friends,1
2865,Monica Geller,Photographer,1
2866,Monica Geller,Pizza Guy,2
2867,Monica Geller,Professor Spafford,1
2868,Monica Geller,Racel,1
2869,Monica Geller,Rachel Green,797
2870,Monica Geller,Radio,1
2871,Monica Geller,Realtor,2
2872,Monica Geller,Receptionist,1
2873,Monica Geller,Referee,1
2874,Monica Geller,Richard Burke,39
2875,Monica Geller,Richard's Date,2
2876,Monica Geller,Rob,3
2877,Monica Geller,Robin,1
2878,Monica Geller,Robin Williams,1
2879,Monica Geller,Roger,3
2880,Monica Geller,Ronni Rapalono,1
2881,Monica Geller,Ross Geller,681
2882,Monica Geller,Roy,2
2883,Monica Geller,Russ,2
2884,Monica Geller,Sandra Green,13
2885,Monica Geller,Sandy,1
2886,Monica Geller,Scene Directions,1381
2887,Monica Geller,Sebastian,1
2888,Monica Geller,Second Girl,1
2889,Monica Geller,Second Message,1
2890,Monica Geller,Secretary,1
2891,Monica Geller,Security Guard,2
2892,Monica Geller,Sergei,1
2893,Monica Geller,Singer,2
2894,Monica Geller,Sister 1,1
2895,Monica Geller,Spokeswoman,1
2896,Monica Geller,Stephanie Schiffer,2
2897,Monica Geller,Stephen Waltham,6
2898,Monica Geller,Steve,2
2899,Monica Geller,Steve (drug addict),1
2900,Monica Geller,Steven Fisher,1
2901,Monica Geller,Strange Man,1
2902,Monica Geller,Stu,1
2903,Monica Geller,Susan Bunch,8
2904,Monica Geller,Susie Moss,1
2905,Monica Geller,Tag Jones,7
2906,Monica Geller,Tall Guy,1
2907,Monica Geller,Teacher,2
2908,Monica Geller,Terry,1
2909,Monica Geller,The Acting Teacher,1
2910,Monica Geller,The Attendant,1
2911,Monica Geller,The Chorus Line,1
2912,Monica Geller,The Cigarette Guy,1
2913,Monica Geller,The Cigarette Smoking Guy,1
2914,Monica Geller,The Colonel,1
2915,Monica Geller,The Cooking Teacher,3
2916,Monica Geller,The Croupier,2
2917,Monica Geller,The Cute Guy,2
2918,Monica Geller,The Director,1
2919,Monica Geller,The Doctor,2
2920,Monica Geller,The Food Critic,1
2921,Monica Geller,The Girls,6
2922,Monica Geller,The Guys,9
2923,Monica Geller,The Husband,1
2924,Monica Geller,The Interviewer,3
2925,Monica Geller,The Knocker,1
2926,Monica Geller,The Man,2
2927,Monica Geller,The Museum Official,2
2928,Monica Geller,The Paramedic,1
2929,Monica Geller,The Pastor,1
2930,Monica Geller,The Photographer,1
2931,Monica Geller,The Professor,1
2932,Monica Geller,The Rabbi,1
2933,Monica Geller,The Saleslady,1
2934,Monica Geller,The Salesman,1
2935,Monica Geller,The Second Guest,1
2936,Monica Geller,The Singing Man,1
2937,Monica Geller,The Teacher,1
2938,Monica Geller,The Vampire,1
2939,Monica Geller,The Waiter,2
2940,Monica Geller,The Waitress,1
2941,Monica Geller,The Wedding Guest,1
2942,Monica Geller,The Whole Party,1
2943,Monica Geller,The Woman,3
2944,Monica Geller,Ticket Agent,1
2945,Monica Geller,Tim,2
2946,Monica Geller,Timothy Burke,3
2947,Monica Geller,Together,1
2948,Monica Geller,Tom,2
2949,Monica Geller,Tommy,1
2950,Monica Geller,Trainer,1
2951,Monica Geller,Transit Authority Guy,1
2952,Monica Geller,Tv Announcer,2
2953,Monica Geller,Tv Doctor,1
2954,Monica Geller,Uncle Dan,1
2955,Monica Geller,Ursula,1
2956,Monica Geller,Ursula Buffay,2
2957,Monica Geller,Vince,1
2958,Monica Geller,Voice,1
2959,Monica Geller,Waiter,5
2960,Monica Geller,Waiter In Drag,1
2961,Monica Geller,Waitress,4
2962,Monica Geller,Will Colbert,2
2963,Monica Geller,Witch,1
2964,Monica Geller,Woman,18
2965,Monica Geller,Woman At Door,1
2966,Monica Geller,Woman No. 1,1
2967,Monica Geller,Woman No. 2,1
2968,Monica Geller,Woman On Tv,1
2969,Monica Geller,Woman's Voice,1
2970,Monica Geller,Zack,3
2971,Monica's Boyfriend,Phoebe Buffay,1
2972,Monica's Boyfriend,Rachel Green,1
2973,Monica's Boyfriend,Ross Geller,1
2974,Monica's Boyfriend,Scene Directions,1
2975,Mover,Ross Geller,1
2976,Mover,Scene Directions,1
2977,Mr. Adelman,Phoebe Buffay,1
2978,Mr. Adelman,Rachel Green,1
2979,Mr. Adelman,Ross Geller,1
2980,Mr. Adelman,Sandra Green,1
2981,Mr. Adelman,Scene Directions,1
2982,Mr. Bowmont,Phoebe Buffay,1
2983,Mr. Bowmont,Rachel Green,1
2984,Mr. Bowmont,Scene Directions,1
2985,Mr. Burgin,Mrs. Burgin,2
2986,Mr. Burgin,Rachel Green,2
2987,Mr. Burgin,Scene Directions,2
2988,Mr. Campbell,Mr. Zelner,1
2989,Mr. Campbell,Rachel Green,1
2990,Mr. Campbell,Scene Directions,1
2991,Mr. Douglas,Nina Bookbinder,1
2992,Mr. Douglas,Scene Directions,2
2993,Mr. Franklin,Ross Geller,1
2994,Mr. Franklin,Scene Directions,2
2995,Mr. Heckles,Phoebe Buffay,6
2996,Mr. Heckles,Rachel Green,6
2997,Mr. Heckles,Ross Geller,4
2998,Mr. Heckles,Scene Directions,5
2999,Mr. Kaplan,Rachel Green,1
3000,Mr. Kaplan,Scene Directions,1
3001,Mr. Posner,Mrs. Lynch,1
3002,Mr. Posner,Rachel Green,1
3003,Mr. Posner,Scene Directions,1
3004,Mr. Ratstatter,Scene Directions,3
3005,Mr. Simon,Mrs. Potter,1
3006,Mr. Simon,Phoebe Buffay,1
3007,Mr. Simon,Rick Sanoven,1
3008,Mr. Simon,Scene Directions,1
3009,Mr. Thompson,Phoebe Buffay,3
3010,Mr. Thompson,Rachel Green,3
3011,Mr. Thompson,Scene Directions,3
3012,Mr. Treeger,Phoebe Buffay,4
3013,Mr. Treeger,Rachel Green,5
3014,Mr. Treeger,Ross Geller,4
3015,Mr. Treeger,Scene Directions,9
3016,Mr. Wineburg,Mrs. Wineburg,1
3017,Mr. Wineburg,Rachel Green,1
3018,Mr. Wineburg,Ross Geller,1
3019,Mr. Wineburg,Scene Directions,1
3020,Mr. Zelner,Rachel Green,7
3021,Mr. Zelner,Ross Geller,3
3022,Mr. Zelner,Scene Directions,10
3023,Mr. Zelner,Tag Jones,1
3024,Mrs. Buffay,Phoebe Buffay,1
3025,Mrs. Buffay,Scene Directions,1
3026,Mrs. Burgin,Rachel Green,2
3027,Mrs. Burgin,Scene Directions,2
3028,Mrs. Burkart,Phoebe Buffay,3
3029,Mrs. Burkart,Scene Directions,3
3030,Mrs. Chatracus,Rachel Green,1
3031,Mrs. Chatracus,Scene Directions,1
3032,Mrs. Lynch,Rachel Green,2
3033,Mrs. Lynch,Scene Directions,2
3034,Mrs. Lynch,Sophie,1
3035,Mrs. Potter,Phoebe Buffay,1
3036,Mrs. Potter,Rick Sanoven,1
3037,Mrs. Potter,Scene Directions,1
3038,Mrs. Tedlock,Woman,1
3039,Mrs. Verhoeven's Daughter,Rachel Green,1
3040,Mrs. Verhoeven's Daughter,Ross Geller,2
3041,Mrs. Verhoeven's Daughter,Scene Directions,2
3042,Mrs. Wallace,Rachel Green,1
3043,Mrs. Wallace,Ross Geller,1
3044,Mrs. Wallace,Scene Directions,1
3045,Mrs. Wineburg,Rachel Green,1
3046,Mrs. Wineburg,Ross Geller,1
3047,Mrs. Wineburg,Scene Directions,1
3048,Ms. Lambert,Ross Geller,1
3049,Ms. Lambert,Scene Directions,1
3050,Ms. Mckenna,Scene Directions,3
3051,Nancy,Rachel Green,4
3052,Nancy,Scene Directions,4
3053,Narrator,Rachel Green,1
3054,Narrator,Ross Geller,1
3055,Narrator,Scene Directions,1
3056,Ned Morse,Ross Geller,2
3057,Ned Morse,Scene Directions,2
3058,Nina Bookbinder,Scene Directions,4
3059,Nora Tyler Bing,Paolo,1
3060,Nora Tyler Bing,Phoebe Buffay,6
3061,Nora Tyler Bing,Rachel Green,5
3062,Nora Tyler Bing,Ross Geller,7
3063,Nora Tyler Bing,Scene Directions,8
3064,Nora Tyler Bing,The Housekeeper,1
3065,Nora Tyler Bing,The Rabbi,1
3066,Nora Tyler Bing,Waiter,1
3067,Nora Tyler Bing,Woman,2
3068,Nurse,Phoebe Buffay,3
3069,Nurse,Rachel Green,10
3070,Nurse,Receptionist,1
3071,Nurse,Ross Geller,7
3072,Nurse,Sally,1
3073,Nurse,Scene Directions,15
3074,Nurse,Timothy Burke,1
3075,Nurse,Woman,2
3076,Nurse #1,Nurse #2,1
3077,Nurse #1,Scene Directions,1
3078,Nurse #1,Terry,1
3079,Nurse #1,The Director,1
3080,Nurse #2,Scene Directions,1
3081,Nurse #2,Terry,1
3082,Nurse #2,The Director,1
3083,Nurse Sizemore,Phoebe Buffay,1
3084,Nurse Sizemore,Rachel Green,4
3085,Nurse Sizemore,Ross Geller,3
3086,Nurse Sizemore,Scene Directions,7
3087,Nurse Sizemore,Susan Bunch,1
3088,Old Woman,Ross Geller,1
3089,Old Woman,Scene Directions,1
3090,Older Scientist,Ross Geller,1
3091,Older Scientist,Scene Directions,1
3092,Older Scientist,Tour Guide,1
3093,Olivia,Rachel Green,1
3094,Olivia,Scene Directions,1
3095,Others,Phoebe Buffay,1
3096,Others,Rachel Green,1
3097,Others,Ross Geller,1
3098,Others,Scene Directions,2
3099,Others,Wendy,1
3100,Oven,Phoebe Buffay,1
3101,Oven,Scene Directions,1
3102,Owen,Scene Directions,2
3103,Paleontologist,Professore Clerk,1
3104,Paleontologist,Ross Geller,1
3105,Paleontologist,Scene Directions,1
3106,Paleontologist,Woman,1
3107,Paolo,Phoebe Buffay,6
3108,Paolo,Phoebe's Assistant,1
3109,Paolo,Rachel Green,6
3110,Paolo,Ross Geller,6
3111,Paolo,Scene Directions,7
3112,Parker,Phoebe Buffay,4
3113,Parker,Rachel Green,3
3114,Parker,Ross Geller,3
3115,Parker,Scene Directions,4
3116,Parker,Uncle Dan,1
3117,Parker,Woman,2
3118,Party Guests,Phoebe Buffay,1
3119,Party Guests,Ross Geller,1
3120,Party Guests,Scene Directions,1
3121,Party Guests,Steve Cera,1
3122,Passenger,Rachel Green,2
3123,Passenger,Scene Directions,2
3124,Passenger #1,Passenger #2,1
3125,Passenger #1,Passenger #3,1
3126,Passenger #1,Phoebe Buffay,1
3127,Passenger #1,Rachel Green,1
3128,Passenger #1,Ross Geller,1
3129,Passenger #1,Scene Directions,1
3130,Passenger #2,Passenger #3,1
3131,Passenger #2,Phoebe Buffay,2
3132,Passenger #2,Rachel Green,2
3133,Passenger #2,Ross Geller,2
3134,Passenger #2,Scene Directions,2
3135,Passenger #3,Phoebe Buffay,1
3136,Passenger #3,Rachel Green,1
3137,Passenger #3,Ross Geller,1
3138,Passenger #3,Scene Directions,1
3139,Passerby,Rachel Green,1
3140,Passerby,Ross Geller,1
3141,Passerby,Scene Directions,1
3142,Patrick,Phoebe Buffay,1
3143,Patrick,Rachel Green,1
3144,Patrick,Scene Directions,1
3145,Patron,Scene Directions,1
3146,Paul Stevens,Phoebe Buffay,3
3147,Paul Stevens,Rachel Green,14
3148,Paul Stevens,Ross Geller,10
3149,Paul Stevens,Scene Directions,16
3150,Paul the Wine Guy,Phoebe Buffay,1
3151,Paul the Wine Guy,Rachel Green,2
3152,Paul the Wine Guy,Ross Geller,1
3153,Paul the Wine Guy,Scene Directions,2
3154,Paulo,Phoebe Buffay,2
3155,Paulo,Rachel Green,2
3156,Paulo,Ross Geller,1
3157,Paulo,Scene Directions,2
3158,Pbs Volunteer,Phoebe Buffay,1
3159,Pbs Volunteer,Scene Directions,1
3160,Pbs Volunteer,Stage Director,1
3161,Pete's Mom,Peter Becker,1
3162,Pete's Mom,Phoebe Buffay,1
3163,Pete's Mom,Rachel Green,1
3164,Pete's Mom,Ross Geller,1
3165,Pete's Mom,Scene Directions,1
3166,Peter,Scene Directions,1
3167,Peter,Tony,1
3168,Peter Becker,Phoebe Buffay,4
3169,Peter Becker,Rachel Green,4
3170,Peter Becker,Referee,1
3171,Peter Becker,Ross Geller,5
3172,Peter Becker,Scene Directions,17
3173,Peter Becker,Secretary,1
3174,Peter Becker,Spokeswoman,1
3175,Peter Becker,The Director,1
3176,Petrie,Phoebe Buffay,1
3177,Petrie,Santos,1
3178,Petrie,Scene Directions,1
3179,Phil,Scene Directions,1
3180,Phil,Stevens,1
3181,Phoebe Abbott,Phoebe Buffay,6
3182,Phoebe Abbott,Rachel Green,1
3183,Phoebe Abbott,Scene Directions,6
3184,Phoebe Buffay,Phoebe's Assistant,1
3185,Phoebe Buffay,Phoebe's Friends,1
3186,Phoebe Buffay,Photographer,2
3187,Phoebe Buffay,Pizza Guy,1
3188,Phoebe Buffay,Precious,2
3189,Phoebe Buffay,Producer,1
3190,Phoebe Buffay,Racel,1
3191,Phoebe Buffay,Rachel Green,785
3192,Phoebe Buffay,Receptionist,3
3193,Phoebe Buffay,Richard Burke,10
3194,Phoebe Buffay,Rick Sanoven,2
3195,Phoebe Buffay,Rita,1
3196,Phoebe Buffay,Rob,4
3197,Phoebe Buffay,Robert Bobby,4
3198,Phoebe Buffay,Robin,1
3199,Phoebe Buffay,Robin Williams,1
3200,Phoebe Buffay,Roger,4
3201,Phoebe Buffay,Ross Geller,671
3202,Phoebe Buffay,Roy,3
3203,Phoebe Buffay,Russ,4
3204,Phoebe Buffay,Ryan,4
3205,Phoebe Buffay,Same Man's Voice,1
3206,Phoebe Buffay,Sandra Green,12
3207,Phoebe Buffay,Sandy,1
3208,Phoebe Buffay,Santos,1
3209,Phoebe Buffay,Sarah,1
3210,Phoebe Buffay,Scene Directions,1298
3211,Phoebe Buffay,Sebastian,1
3212,Phoebe Buffay,Second Girl,1
3213,Phoebe Buffay,Second Message,1
3214,Phoebe Buffay,Security Guard,1
3215,Phoebe Buffay,Sergei,2
3216,Phoebe Buffay,Shop Assistant,1
3217,Phoebe Buffay,Singer,2
3218,Phoebe Buffay,Sister 1,1
3219,Phoebe Buffay,Smoke Detector,1
3220,Phoebe Buffay,Stage Director,1
3221,Phoebe Buffay,Stephanie,1
3222,Phoebe Buffay,Stephanie Schiffer,2
3223,Phoebe Buffay,Stephen Waltham,3
3224,Phoebe Buffay,Steve,2
3225,Phoebe Buffay,Steve (drug addict),2
3226,Phoebe Buffay,Steve Cera,3
3227,Phoebe Buffay,Steven Fisher,1
3228,Phoebe Buffay,Strange Man,1
3229,Phoebe Buffay,Stranger,1
3230,Phoebe Buffay,Supervisor,2
3231,Phoebe Buffay,Susan Bunch,9
3232,Phoebe Buffay,Susie Moss,1
3233,Phoebe Buffay,Tag Jones,10
3234,Phoebe Buffay,Tape,1
3235,Phoebe Buffay,Tattoo Artist,1
3236,Phoebe Buffay,Teacher,1
3237,Phoebe Buffay,Terry,2
3238,Phoebe Buffay,"The ""Hey Guy"" Guy",1
3239,Phoebe Buffay,The Cigarette Guy,1
3240,Phoebe Buffay,The Cigarette Smoking Guy,1
3241,Phoebe Buffay,The Croupier,1
3242,Phoebe Buffay,The Cute Guy,2
3243,Phoebe Buffay,The Doctor,1
3244,Phoebe Buffay,The Dry Cleaner,2
3245,Phoebe Buffay,The Fan,1
3246,Phoebe Buffay,The Fireman,1
3247,Phoebe Buffay,The Girls,5
3248,Phoebe Buffay,The Guys,8
3249,Phoebe Buffay,The Interviewer,4
3250,Phoebe Buffay,The Lurker,2
3251,Phoebe Buffay,The Man,1
3252,Phoebe Buffay,The Museum Official,1
3253,Phoebe Buffay,The Other Woman,1
3254,Phoebe Buffay,The Pastor,1
3255,Phoebe Buffay,The Rabbi,1
3256,Phoebe Buffay,The Saleslady,1
3257,Phoebe Buffay,The Security Guard,2
3258,Phoebe Buffay,The Smoking Woman,1
3259,Phoebe Buffay,The Teacher,3
3260,Phoebe Buffay,The Vampire,1
3261,Phoebe Buffay,The Waiter,1
3262,Phoebe Buffay,The Whole Party,1
3263,Phoebe Buffay,The Woman,1
3264,Phoebe Buffay,Theodore,3
3265,Phoebe Buffay,Ticket Agent,1
3266,Phoebe Buffay,Tim,3
3267,Phoebe Buffay,Timothy Burke,1
3268,Phoebe Buffay,Together,1
3269,Phoebe Buffay,Tom,1
3270,Phoebe Buffay,Tommy,1
3271,Phoebe Buffay,Trainer,1
3272,Phoebe Buffay,Transit Authority Guy,1
3273,Phoebe Buffay,Trudie Styler,1
3274,Phoebe Buffay,Tv Announcer,2
3275,Phoebe Buffay,Uncle Dan,1
3276,Phoebe Buffay,Ursula,2
3277,Phoebe Buffay,Ursula Buffay,7
3278,Phoebe Buffay,Vince,3
3279,Phoebe Buffay,Voice,1
3280,Phoebe Buffay,Waiter,7
3281,Phoebe Buffay,Waitress,3
3282,Phoebe Buffay,Whitney,2
3283,Phoebe Buffay,Will Colbert,2
3284,Phoebe Buffay,Witch,1
3285,Phoebe Buffay,Woman,20
3286,Phoebe Buffay,Woman At Door,1
3287,Phoebe Buffay,Woman No. 1,1
3288,Phoebe Buffay,Woman No. 2,1
3289,Phoebe Buffay,Woman's Voice,1
3290,Phoebe Buffay,Zack,1
3291,Phoebe's Assistant,Scene Directions,1
3292,Phoebe's Friends,Rachel Green,1
3293,Phoebe's Friends,Ross Geller,1
3294,Phoebe's Friends,Scene Directions,1
3295,Phoebe's Friends,The Whole Party,1
3296,Photographer,Rachel Green,2
3297,Photographer,Ross Geller,1
3298,Photographer,Scene Directions,2
3299,Pizza Guy,Rachel Green,2
3300,Pizza Guy,Ross Geller,1
3301,Pizza Guy,Scene Directions,1
3302,Policeman,Rachel Green,2
3303,Policeman,Ross Geller,2
3304,Policeman,Scene Directions,2
3305,Precious,Scene Directions,2
3306,Priest On Tv,Rachel Green,1
3307,Producer,Scene Directions,1
3308,Producer #1,Receptionist,1
3309,Producer #1,Scene Directions,1
3310,Professor Feesen,Ross Geller,2
3311,Professor Feesen,Scene Directions,2
3312,Professor Sherman,Ross Geller,1
3313,Professor Sherman,Scene Directions,1
3314,Professor Spafford,Rachel Green,1
3315,Professor Spafford,Ross Geller,2
3316,Professor Spafford,Scene Directions,2
3317,Professore Clerk,Ross Geller,1
3318,Professore Clerk,Scene Directions,1
3319,Professore Clerk,Woman,1
3320,Prospective Nanny,Rachel Green,1
3321,Prospective Nanny,Ross Geller,1
3322,Prospective Nanny,Sandy,1
3323,Prospective Nanny,Scene Directions,1
3324,Quartet,Rachel Green,1
3325,Quartet,Ross Geller,1
3326,Quartet,Scene Directions,2
3327,Quartet,The Bass Barber,1
3328,Racel,Rachel Green,1
3329,Racel,Ross Geller,1
3330,Racel,Scene Directions,1
3331,Rachel Green,Radio,1
3332,Rachel Green,Ralph Lauren,2
3333,Rachel Green,Receptionist,2
3334,Rachel Green,Richard Burke,12
3335,Rachel Green,Rob,3
3336,Rachel Green,Robbie,2
3337,Rachel Green,Robert Bobby,1
3338,Rachel Green,Robin,1
3339,Rachel Green,Robin Williams,1
3340,Rachel Green,Roger,3
3341,Rachel Green,Ronni Rapalono,1
3342,Rachel Green,Ross Geller,861
3343,Rachel Green,Roy,3
3344,Rachel Green,Russ,3
3345,Rachel Green,Russell,1
3346,Rachel Green,Ryan,3
3347,Rachel Green,Sandra Green,12
3348,Rachel Green,Sandy,5
3349,Rachel Green,Sarah,1
3350,Rachel Green,Scene Directions,1412
3351,Rachel Green,Sebastian,1
3352,Rachel Green,Second Girl,1
3353,Rachel Green,Second Message,1
3354,Rachel Green,Security Guard,1
3355,Rachel Green,Shop Assistant,1
3356,Rachel Green,Sick Bastard,1
3357,Rachel Green,Sid Goralnik,1
3358,Rachel Green,Sister 1,1
3359,Rachel Green,Sophie,7
3360,Rachel Green,Stephanie Schiffer,1
3361,Rachel Green,Stephen Waltham,10
3362,Rachel Green,Steve,4
3363,Rachel Green,Steve (drug addict),1
3364,Rachel Green,Stranger,2
3365,Rachel Green,Susan Bunch,6
3366,Rachel Green,Susie Moss,1
3367,Rachel Green,Tag Jones,25
3368,Rachel Green,Tattoo Artist,1
3369,Rachel Green,Teacher,1
3370,Rachel Green,Terry,3
3371,Rachel Green,The Attendant,1
3372,Rachel Green,The Bass Barber,1
3373,Rachel Green,The Cigarette Guy,1
3374,Rachel Green,The Cigarette Smoking Guy,1
3375,Rachel Green,The Director,1
3376,Rachel Green,The Doctor,3
3377,Rachel Green,The Flight Attendant,2
3378,Rachel Green,The Girls,6
3379,Rachel Green,The Guys,8
3380,Rachel Green,The Interviewer,4
3381,Rachel Green,The Museum Official,1
3382,Rachel Green,The Other Woman,1
3383,Rachel Green,The Paramedic,1
3384,Rachel Green,The Pastor,1
3385,Rachel Green,The Presenter,1
3386,Rachel Green,The Professor,1
3387,Rachel Green,The Rabbi,2
3388,Rachel Green,The Salesman,1
3389,Rachel Green,The Singing Man,1
3390,Rachel Green,The Teacher,2
3391,Rachel Green,The Vampire,1
3392,Rachel Green,The Whole Party,1
3393,Rachel Green,The Woman,2
3394,Rachel Green,Ticket Agent,2
3395,Rachel Green,Timothy Burke,2
3396,Rachel Green,Tom,2
3397,Rachel Green,Tommy,3
3398,Rachel Green,Trainer,1
3399,Rachel Green,Transit Authority Guy,1
3400,Rachel Green,Tv Announcer,2
3401,Rachel Green,Tv Doctor,1
3402,Rachel Green,Uncle Dan,1
3403,Rachel Green,Ursula,1
3404,Rachel Green,Ursula Buffay,2
3405,Rachel Green,Vince,1
3406,Rachel Green,Voice,1
3407,Rachel Green,Waiter,8
3408,Rachel Green,Waitress,4
3409,Rachel Green,Wedding Planner,1
3410,Rachel Green,Will Colbert,2
3411,Rachel Green,Witch,1
3412,Rachel Green,Woman,26
3413,Rachel Green,Woman At Door,1
3414,Rachel Green,Woman Giving Birth,1
3415,Rachel Green,Woman No. 1,2
3416,Rachel Green,Woman No. 2,2
3417,Rachel Green,Woman On Tv,1
3418,Rachel Green,Woman's Voice,1
3419,Rachel Green,Zack,1
3420,Rachel's Boss,Scene Directions,1
3421,Radio,Ross Geller,1
3422,Radio,Scene Directions,1
3423,Ralph Lauren,Scene Directions,2
3424,Ray,Scene Directions,1
3425,Raymond,Ross Geller,1
3426,Raymond,Scene Directions,1
3427,Raymond,The Casting Director,1
3428,Realtor,Scene Directions,2
3429,Receptionist,Ross Geller,6
3430,Receptionist,Sally,1
3431,Receptionist,Scene Directions,9
3432,Receptionist,Woman,1
3433,Referee,Ross Geller,1
3434,Referee,Scene Directions,1
3435,Richard Burke,Richard's Date,2
3436,Richard Burke,Ross Geller,15
3437,Richard Burke,Scene Directions,48
3438,Richard Burke,The Assistant Director,2
3439,Richard Burke,The Director,5
3440,Richard Burke,The Guys,1
3441,Richard Burke,Waitress,1
3442,Richard Burke,Woman's Voice,1
3443,Richard's Date,Scene Directions,2
3444,Rick Sanoven,Scene Directions,2
3445,Rita,Scene Directions,1
3446,Rita,Woman,1
3447,Rob,Ross Geller,2
3448,Rob,Scene Directions,4
3449,Robbie,Scene Directions,2
3450,Robert Bobby,Ross Geller,4
3451,Robert Bobby,Scene Directions,4
3452,Robin,Robin Williams,1
3453,Robin,Ross Geller,1
3454,Robin,Scene Directions,1
3455,Robin Williams,Ross Geller,1
3456,Robin Williams,Scene Directions,1
3457,Roger,Ross Geller,3
3458,Roger,Scene Directions,3
3459,Ronni Rapalono,Scene Directions,3
3460,Ross Geller,Roy,1
3461,Ross Geller,Russ,2
3462,Ross Geller,Russell,1
3463,Ross Geller,Ryan,3
3464,Ross Geller,Salesman,1
3465,Ross Geller,Sally,1
3466,Ross Geller,Sandra Green,9
3467,Ross Geller,Sandy,6
3468,Ross Geller,Sarah,2
3469,Ross Geller,Sarah Tuttle,3
3470,Ross Geller,Scene Directions,1371
3471,Ross Geller,Sebastian,1
3472,Ross Geller,Second Dorm Guy,1
3473,Ross Geller,Second Girl,1
3474,Ross Geller,Second Message,1
3475,Ross Geller,Security Guard,2
3476,Ross Geller,Sherman Whitfield,1
3477,Ross Geller,Sick Bastard,1
3478,Ross Geller,Sid Goralnik,1
3479,Ross Geller,Singer,1
3480,Ross Geller,Sister 1,1
3481,Ross Geller,Soothing Male Voice,1
3482,Ross Geller,Sophie,1
3483,Ross Geller,Stephanie,1
3484,Ross Geller,Stephanie Schiffer,2
3485,Ross Geller,Stephen Waltham,8
3486,Ross Geller,Steve,3
3487,Ross Geller,Steve Cera,3
3488,Ross Geller,Steven Fisher,1
3489,Ross Geller,Student,1
3490,Ross Geller,Susan Bunch,32
3491,Ross Geller,Susie Moss,2
3492,Ross Geller,Tag Jones,8
3493,Ross Geller,Tall Guy,1
3494,Ross Geller,Teacher,3
3495,Ross Geller,Terry,1
3496,Ross Geller,The Attendant,1
3497,Ross Geller,The Bass Barber,1
3498,Ross Geller,The Casting Director,2
3499,Ross Geller,The Conductor,1
3500,Ross Geller,The Cute Guy,1
3501,Ross Geller,The Director,1
3502,Ross Geller,The Doctor,2
3503,Ross Geller,The Flight Attendant,2
3504,Ross Geller,The Girls,5
3505,Ross Geller,The Guys,9
3506,Ross Geller,The Head Librarian,1
3507,Ross Geller,The Hot Girl,1
3508,Ross Geller,The Instructor,1
3509,Ross Geller,The Interviewer,6
3510,Ross Geller,The Librarian,1
3511,Ross Geller,The Little Girl,1
3512,Ross Geller,The Man,1
3513,Ross Geller,The Man In The Sportscar,1
3514,Ross Geller,The Old Man,1
3515,Ross Geller,The Paramedic,1
3516,Ross Geller,The Pastor,1
3517,Ross Geller,The Professor,1
3518,Ross Geller,The Rabbi,1
3519,Ross Geller,The Salesman,2
3520,Ross Geller,The Saleswoman,1
3521,Ross Geller,The Second Guest,1
3522,Ross Geller,The Stripper,2
3523,Ross Geller,The Vampire,1
3524,Ross Geller,The Wedding Guest,1
3525,Ross Geller,The Whole Party,1
3526,Ross Geller,The Woman,2
3527,Ross Geller,Ticket Agent,2
3528,Ross Geller,Timothy Burke,1
3529,Ross Geller,Together,1
3530,Ross Geller,Tom,1
3531,Ross Geller,Tommy,3
3532,Ross Geller,Tour Guide,2
3533,Ross Geller,Trainer,1
3534,Ross Geller,Transit Authority Guy,1
3535,Ross Geller,Tv Announcer,2
3536,Ross Geller,Tv Doctor,1
3537,Ross Geller,Uncle Dan,1
3538,Ross Geller,Ursula,1
3539,Ross Geller,Ursula Buffay,2
3540,Ross Geller,Vince,1
3541,Ross Geller,Waiter,7
3542,Ross Geller,Waiter #2,1
3543,Ross Geller,Waitress,2
3544,Ross Geller,Wedding Planner,1
3545,Ross Geller,Whitney,2
3546,Ross Geller,Will Colbert,2
3547,Ross Geller,Witch,1
3548,Ross Geller,Woman,31
3549,Ross Geller,Woman At Door,1
3550,Ross Geller,Woman At The Wedding,1
3551,Ross Geller,Woman Giving Birth,1
3552,Ross Geller,Woman No. 1,1
3553,Ross Geller,Woman No. 2,1
3554,Ross Geller,Woman On Train,1
3555,Ross Geller,Woman's Voice,1
3556,Ross Geller,Zoe,1
3557,Roy,Scene Directions,3
3558,Russ,Scene Directions,4
3559,Russell,Scene Directions,2
3560,Ryan,Scene Directions,4
3561,Salesman,Scene Directions,1
3562,Sally,Scene Directions,1
3563,Sally,Woman,1
3564,Salon Girl,Scene Directions,1
3565,Salon Girl,Sonia,1
3566,Same Man's Voice,Scene Directions,1
3567,Same Man's Voice,Ursula Buffay,1
3568,Sandra Green,Scene Directions,13
3569,Sandra Green,Woman,2
3570,Sandy,Scene Directions,8
3571,Santos,Scene Directions,1
3572,Sarah,Scene Directions,4
3573,Sarah,Second Dorm Guy,1
