cleaned_text,tokens
"Baby, I hope you've got snuggle insurance, 'cause I'm about to file a claim.",baby hope get snuggle insurance file claim
OH MARDI GRAS / OH MARDI GRAS / YOU SEE A LOT OF BOO-BIES...,oh mardi gras oh mardi gras lot boo bies
"I know they do, but the Simpson Mardi Gras party has been a tradition since two days before you were born. And we spare no expense.",know simpson mardi gras party tradition day bear spare expense
"Ha, ha! Eat my food! Drink up my drink! Put your coat on my daughter's bed! I command you!",ha ha eat food drink drink coat daughter bed command
"Hey, Flanders. Listen, uh... we're having a party...",hey flanders listen uh have party
"Because I have this magical thing called a Home Equity loan. I borrow all the money I want, and the house gets stuck with the bill. Sucker.",magical thing call home equity loan borrow money want house get stick bill sucker
"Marge, don't worry. It's like when we stopped paying the phone bill. They stopped calling us. In fact, everyone did!",marge worry like stop pay phone bill stop call fact
Oh man. Who'd think the first day of Lent would be such a bummer?,oh man think day lent bummer
"Listen, you! When you gave me that money, you said I wouldn't have to repay it till the future! This isn't the future! It's the lousy, stinking now!",listen give money say repay till future future lousy stink
"Don't worry honey, we'll come out ahead. I ripped all the copper wire out of the walls.",worry honey come ahead rip copper wire wall
"Uh, uh, uh, uh, better let me go first. I left a little uh ""surprise"" upstairs for the new owner.",uh uh uh uh well let leave little uh surprise upstairs new owner
No problem. Just let Sir Fix-a-lot slay this chore.,problem let sir fix lot slay chore
"He what?! Flanders, landlords like you are the scum of the earth! You lounge around in your Egg MacMansions and we never see you unless the rent check's late!",flanders landlord like scum earth lounge egg macmansions rent check late
"Some friend you are. The minute you become our landlord, you expect us to pay rent. You'd better just pray I don't find out where you live!",friend minute landlord expect pay rent well pray find live
Fine. I'll get another neighbor to buy the house and let us live in it!,fine neighbor buy house let live
I have come from my workshop in the North Pole to say: don't evict the Simpsons!,come workshop north pole evict simpsons
"According to this chapter book, we have a secret weapon: ""Evictee will be granted a stay of eviction if said household includes a resident aged sixty-five or over."" Finally, a practical use for my father.",accord chapter book secret weapon evictee grant stay eviction say household include resident age finally practical use father
"Well, I guess we can take a quick walk. We'll keep Grampa occupied with this DVD of Dwight Eisenhower talking about golf.",guess quick walk grampa occupy dvd dwight eisenhower talk golf
"So, after I paid for the ice cream cones, I said ""thank you"" and was on my way.",pay ice cream cone say thank way
"I know it seems that way, because I'm such a vivid storyteller. Now here's another story called ""Bart's Mistake."" We were walking home when",know way vivid storyteller story call bart mistake walk home
"Kids, if you get lost, remember where we are: seventy-five beds from that wall, and a hundred beds from the crazy guy.",kid lose remember seventy bed wall bed crazy guy
"Don't worry, honey, I'll be your ""seeing-eye Homer."" We're in some kind of doctor room, bunch of stuff on the walls... it's kind of hard to describe... Um, I'm gonna take my break now.",worry honey see eye homer kind doctor room bunch stuff wall kind hard describe um go to break
You just rest those rods and coddle those cones -- everything's taken care of.,rest rod coddle cone take care
"Aw, rats in the kitchen. Just like that delightful movie I taped in the theater.",aw rat kitchen like delightful movie tape theater
"Ooh, he's controlling me with my hair, using me to cook a delicious sole meuniere with a celery root puree and carrots Vichy.",ooh control hair cook delicious sole meuniere celery root puree carrot vichy
"Let's see: I need to get the baby, the dog, and the poison across the river, but I can only take one thing at a time. I can't leave the baby alone with the poison, and I can't leave the dog alone with the baby.",let need baby dog poison river thing time leave baby poison leave dog baby
"Okay, Maggie, dog, poison, you're all involved, so listen up. First I row Maggie over, leaving the dog and the poison. Then I row back alone, take the poison over and bring Maggie back. Then I take the dog over, come back, get Maggie, row across, and before I know it, I'm back at home!",okay maggie dog poison involve listen row maggie leave dog poison row poison bring maggie dog come maggie row know home
"Now, I need to leave you where you'll be safe...under the watchful eyes of God. And I'll be watching you too, in case God's busy making tornadoes or not existing.",need leave safe watchful eye god watch case god busy make tornado exist
'Cause she was fighting my dog and stealing my poison. Now give her back so I can take her home to my rat-infested house!,fight dog steal poison home rat infest house
"Come on, lady, have a heart. I screwed up! I'm sure your husband does stupid things sometimes!",come lady heart screw sure husband stupid thing
"Oh no, oh no, ohhh no. There is no way Homer Simpson's gonna put on a dress and act like a nun.",oh oh ohhh way homer simpson go to dress act like nun
"No, Marge. You're the most giving person I know. Besides, i gave them another gem child to sit on their precious throne.",marge give person know give gem child sit precious throne
Interesting proposal. Now with an opposing point of view: bubbles.,interesting proposal opposing point view bubble
"Hey, Flanders! Why don't you join us? Afraid you'll get your moustache wet?",hey flanders join afraid moustache wet
"Okay... ""Pitch in the Negro Leagues,"" I can think of at least two problems with that... can't read that one, my thumb's over it...",okay pitch negro leagues think problem read thumb
Lousy old man -- makin' me look up at an airplane!,lousy old man makin look airplane
"Sir, I brought my father thousands of miles just to drink at your bar.",sir bring father thousand mile drink bar
"Hey, boyo -- how about a tall cool one? How about you, Greensleeves? Irishmen love to get drunk.",hey boyo tall cool greensleeve irishman love drunk
"Yeah, look at 'em crowding the bar! There's Sully, and Mack, Jimmy D. and Jimmy B.! What can I get ya, boys -- the usual?",yeah look crowd bar sully mack jimmy jimmy ya boy usual
Ireland doesn't like pubs anymore. It's as if Danish people stopped liking sleek modern design.,ireland like pub anymore danish people stop like sleek modern design
"Well, we need help. Someone who can make money with a bar that has no customers and zero charm.",need help money bar customer zero charm
"Moe, something terrible has happened! The Irish have become hardworking and sober!",moe terrible happen irish hardworke sober
"Well, ""Da,"" it looks like all your ""der"" have come ""ter.""",da look like der come ter
"Don't worry, Dad. We'll get out. America is the New York Yankees of countries -- powerful and respected until the year two thousand.",worry dad america new york yankees country powerful respected year thousand
"Let me say I've always admired the Irish. Knute Rockne, Larry Bird, and especially Mr. Potato Head.",let admire irish knute rockne larry bird especially potato head
"But I ask you, who does smoking actually hurt, except the smokers, those around them, and the unborn children of the pregnant women we let in free on Expectant Mothers drink free night?",ask smoking actually hurt smoker unborn child pregnant woman let free expectant mothers drink free night
"So I hope you'll forgive two well-meaning Americans for trying to take Ireland back to the good old days of ""Angela's Ashes."" Thank you.",hope forgive mean americans try ireland good old day angela ashes thank
"Oh my God, she fainted! Let's go get smelling salts!",oh god faint let smelling salt
"Reverend Lovejoy? You deliver pizza now? But we didn't order a pizza. But you forgot the pizza anyway. Marge, the pizza place screwed up again.",reverend lovejoy deliver pizza order pizza forget pizza marge pizza place screw
"You don't get it, Padre. My old lady and I have a thing goin' on. We don't need a piece of paper to keep it real.",padre old lady thing need piece paper real
"Sweetie, any place I'm marrying you is the most romantic place in the world.",sweetie place marry romantic place world
"Marge, this time I'm going to give you the wedding you deserve. Let's get out of here!",marge time go wedding deserve let
"Marge, you deserve a wedding day that unlike our children, was planned in advance. So -- will you marry me -- in style?",marge deserve wedding day unlike child plan advance marry style
"Did you hear that, Santa? She said yes! Yes! Now, back to your cold, airless tomb.",hear santa say yes yes cold airless tomb
Maybe we could bury the rocket ship inside the cake. And that would be a big surprise because I'd forget about it pretty quick.,maybe bury rocket ship inside cake big surprise forget pretty quick
"Marge, uh, maybe you should take a break from wedding planning. I think you're becoming a... Bridezilla.",marge uh maybe break wedding planning think bridezilla
"No matter what I do, Marge yells at me. If she's like this now, what will she be like after we get married?",matter marge yell like like marry
Malge! Ahmiss oo. Ahmiss oo so mug...,malge ahmiss oo ahmiss oo mug
"I'm gonna say this for the last time: Bart, if this is one of your pranks, very funny.",go to time bart prank funny
Just see that my fiancÃ©e Marge gets this -- my wedding vows.,fiancã e marge get wedding vow
"Marge, I hope this day is as perfect for you, as the day we met was for me. You always find the one grain of sugar in the salt shaker that is I. With each marriage I get a little better -- maybe after a thousand, I'll be worthy of you.",marge hope day perfect day meet find grain sugar salt shaker marriage little well maybe thousand worthy
"I miss you. I miss the kids. God help me, I even miss your sisters.",miss miss kid god help miss sister
"I'm not sure what happened. I was kidnapped, then tortured, then I fell into a surprisingly sound sleep. When I awoke, I felt refreshed. Then I was blindfolded, and two sobbing trolls threw me out of a van onto our lawn.",sure happen kidnap torture fall surprisingly sound sleep awake feel refresh blindfold sob troll throw van lawn
"I'm sorry, honey. I wanted so badly to give you a fancy wedding.",sorry honey want badly fancy wedding
"This is no time to pat the bunny, Maggie. Daddy's watching a very important Mid-Atlantic Hockey League Conference Semi-Final do-over game.",time pat bunny maggie daddy watch important mid atlantic hockey league conference semi final game
"I will, when it's not sports season. I just want to know how the game ends.",sport season want know game end
"Oh, Marge. This is a definite high point for our marriage.",oh marge definite high point marriage
Look Marge! It's just what you want. Me spending the day with Muggsy.,look marge want spend day muggsy
"Marge, you're not naggy. You just set the bar impossibly high.",marge naggy set bar impossibly high
"Impossibly high. Now, let's get started on the greatest daddy-daughter day ever!",impossibly high let start great daddy daughter day
"Now, you learn your numbers from these billiard balls while Daddy gets happier and happier and then sadder and sadder.",learn number billiard ball daddy get happy happy sadder sad
"Hey, Maggie could play out there... while I watch her from in here. Whaddaya say, Maggie?",hey maggie play watch whaddaya maggie
"Aw, burrowing your head into your Daddy. A sign that my baby is happy and confident.",aw burrow head daddy sign baby happy confident
"I can too! ""There once was this guy from an island off the coast of Massachusetts... uh, Nantucket, I think it was. Anyway, he had a most unusual personal characteristic... which was... um... uh...",guy island coast massachusetts uh nantucket think unusual personal characteristic um uh
Aww. Innocent babies whistling nonchalantly. How sweet. Maggie will be back to play with you tomorrow.,aww innocent baby whistle nonchalantly sweet maggie play tomorrow
"Pleased to meet you. Uh, perhaps this is inappropriate, but I have a mechanical question while the kids are out of the room, that I can't help wondering about.",pleased meet uh inappropriate mechanical question kid room help wonder
"In a nuclear power plant, just how is nuclear energy turned into electricity?",nuclear power plant nuclear energy turn electricity
"Oh Maggie, I love you from the tip of your toes to the bow on your hair with the red blinking light. God bless your mother for making you with me.",oh maggie love tip toe bow hair red blink light god bless mother make
"Moe, this was a great thing for you. You went from sitting on the sidelines to getting in the game. And sometime when you least expect it, you'll realize that someone loved you. And that means someone can love you again. And that'll make you smile.",moe great thing go sit sideline get game expect realize love mean love smile
"You know, I think Milhouse is ""El Barto."" Hmmmm.",know think milhouse el barto hmmmm
"And now, you're gonna visit your Grampa while I park around the corner and take a nap.",go to visit grampa park corner nap
"Look, man, I don't want any trouble. C'mon -- here, here, just take my wallet. Leave me alone, okay?",look man want trouble wallet leave okay
"Marge, we came to an appointment in the middle of the day. That's the most a parent can do.",marge come appointment middle day parent
Big deal! I could juggle five pins if they let me use a unicycle.,big deal juggle pin let use unicycle
"Oh, this is great, honey. Thanks for telling me about it. I hope you don't mind I invited Lenny.",oh great honey thank tell hope mind invite lenny
I can't eat tacos?! Oh my God -- what day of Mayo is it?,eat taco oh god day mayo
Hm. It feels like food. But it has no flavor whatsoever.,hm feel like food flavor whatsoever
"OH, I'M BIG AND YELLOW / AND I'M SERVIN' JELL-O / IF YOU'RE A FELLOW AND YOU WANT SOME JELL-O / YOU'D BETTER BELLOW / HEY, BIG GUY / GIMME SOME JELL-O",oh big yellow servin jell o fellow want jell o better bellow hey big guy gimme jell o
"Up-bup-bup. No Jell-o for you, Bart -- it'll keep you up at night. Like last week when you crawled into bed with me and Mommy?",bup bup jell o bart night like week crawl bed mommy
"Hi, Homer Simpson. Mind if I sit near your son? Mine sucks.",hi homer simpson mind sit near son suck
"Whoa, whoa, whoa, whoa, whoa -- you come to school to help him get good grades? Isn't that why we pay public school teachers those enormous salaries?",whoa whoa whoa whoa whoa come school help good grade pay public school teacher enormous salary
Well I hope your son enjoys being driven around by the President of the United States.,hope son enjoy drive president united states
"I don't have to ""helicopter"" Bart -- I've got a backup plan called ""Lisa.""",helicopter bart get backup plan call lisa
"Oh my God, my son's a loser and my daughter's a loner. Way to go, Marge!",oh god son loser daughter loner way marge
"...if we don't get more involved in their lives, Bart and Lisa are gonna be failures. Failures who work for... Noah!",involved life bart lisa go to failure failure work noah
"If Marge doesn't worry about the kids... then that leaves... me! Help me, mayonnaise!",marge worry kid leave help mayonnaise
Look at all these helicopter parents. I hope Bart's doing okay on his own.,look helicopter parent hope bart okay
"Time to take control of my son's life. Let's see, what can he build...",time control son life let build
"Lisa, I found this book in the ""What's Wrong With My Daughter"" section of the bookstore.",lisa find book wrong daughter section bookstore
"Sweetie, our country was founded by a clique: the Continental Congress. Dolphins swim in cliques. Those are my two examples.",sweetie country found clique continental congress dolphin swim clique example
"Let's try what chapter seven calls ""Un-sults"" -- insults disguised as compliments. Hey, Lenny -- it takes a lot of courage to wear suspenders when you're not in the circus.",let try chapter seven call un sult insult disguise compliment hey lenny take lot courage wear suspender circus
"See, it works. And un-sults are just the beginning. There's also envy-tations, hate-hugs, spamming with faint praise and... Hey everyone, wanna go get frozen yogurt?",work un sult beginning envy tation hate hug spamme faint praise hey wanna frozen yogurt
"Ooo, I'm sorry, Moe. I didn't mean everyone everyone. Hope you don't mind.",ooo sorry moe mean hope mind
"I see. Well, maybe you're not ready for this book. It is more of a big girl thing.",maybe ready book big girl thing
What cologne are you wearing? None of your business! Now we'd like our Washington Monument to be one five-hundredth the size of the real one.,cologne wear business like washington monument hundredth size real
"Attention parents, children and childless weirdoes. My son and I are going to build Westminster Abbey!",attention parent child childless weirdoe son go build westminster abbey
"But first, as part of ""Operation Popularity,"" Lisa and I are hosting a decorate-your-own-cell-phone party in the back yard.",operation popularity lisa host decorate cell phone party yard
"Ladies, we've got it all. Rhinestones, stickers, tassels... everything to make those hundred dollar phones look like five dollar toys.",lady get rhinestones sticker tassel dollar phone look like dollar toy
Must finish Poet's Corner... or Bart will work for Noah... with his hot mom...,finish poet corner bart work noah hot mom
"That's not Henry the Seventh, it's Henry the Sixth! Stupid, stupid, stupid!",henry seventh henry sixth stupid stupid stupid
Now we could smash the real Westminster Abbey so it looks like this.,smash real westminster abbey look like
"Yes! Yes! In your face, losers! This helicopter is taking off!",yes yes face loser helicopter take
I'm sorry. I got carried away. From now on the only thing I'll ever do for you is co-sign if you want a gun. But at least I made Lisa popular.,sorry get carry away thing co sign want gun lisa popular
"Yeah, it's clear to me now the best thing I can do as a parent is simply check out.",yeah clear good thing parent simply check
"I tried to fix the kids' lives, but instead I led them to rich and rewarding personal decisions of their own.",try fix kid life instead lead rich rewarding personal decision
"I can't understand that math reference, because I went to Springfield Elementary!",understand math reference go springfield elementary
"We can't afford to move to Waverly Hills! Their house prices have commas in them. As it is, our lawn is just green-painted cement.",afford waverly hills house price comma lawn green paint cement
"Oh, elementary school friends -- those are forever! You're always gonna be friends with Milhouse. STAND BY ME / OH, STAND BY ME...",oh elementary school friend forever go to friend milhouse stand oh stand
"I need to rent an apartment in the worst part of Waverly Hills -- the crappier, the better.",need rent apartment bad waverly hills crappier well
"Yeah, um, well, I'm looking at a lot of murder sites right now. Where's the bedroom?",yeah um look lot murder site right bedroom
WAVERLY HILLS / THAT'S WHERE I WANT TO BE / SQUATTING IN WAVERLY HILLS. / WAVERLY HILLS / GET EDUCATION FRAUDULENTLY / MOOCHIN' OFF WAVERLY HILLS.,waverly hills want squat waverly hills waverly hills education fraudulently moochin waverly hills
Ha! I can see them now with their bald heads and their blue-haired wives. How I despise them.,ha bald head blue haired wife despise
"Well, I love to play, but I'm not very good. Also, I always forget to cash my chips back in for money.",love play good forget cash chip money
Marge! I'm glad you came. There's a kegger down the hall. We can go as soon as I desecrate this corpse.,marge glad come kegger hall soon desecrate corpse
"Eat butt, skyboy-ninety-four! I'm sorry, Marge. Where are my manners? Did you want to taunt my kill also? Press the X button.",eat butt skyboy ninety sorry marge manner want taunt kill press x button
Maybe you could come over again. I'll cook you my special microwave burritos. I stop the oven when the middle is still a little bit frozen.,maybe come cook special microwave burritos stop oven middle little bit frozen
Try the Flan De Leche De Cabra...,try flan de leche de cabra
Why can't I have it now? You got your present here. Basic fairness dictates... ...oh!,get present basic fairness dictate oh
"Thanks, Marge. But don't forget, there's still gonna be a civil suit.",thank marge forget go to civil suit
"Stay, you imperfect speakers, tell me more / By Sinel's death I know I am thane of Glamis... uh, To-morrow and to-morrow and to-morrow... today's Tuesday, so that would make it Friday, and then, uh... Shakespeare!",stay imperfect speaker tell sinel death know thane glamis uh morrow morrow morrow today tuesday friday uh shakespeare
Why do they write a new review of this play every single day?,write new review play single day
"To-morrow, and to-morrow, and to-morrow, creeps in this petty pace from day to day, to the last syllable of recorded time. And all our yesterdays have lighted fools. The way to dusty death. Out, out, brief candle! Life's but a walking shadow, a poor player. That struts and frets his hour upon the stage. And then is heard no more.",morrow morrow morrow creep petty pace day day syllable record time yesterday light fool way dusty death brief candle life walk shadow poor player strut fret hour stage hear
"I don't know how you put up with all these kids, Toohey. If I were you there'd be a lot of strangled babies.",know kid toohey lot strangle baby
"Can you help me out? I need change for a dollar. Oh, I also need a dollar.",help need change dollar oh need dollar
"Let's go around the table, and everybody say one amazing thing that happened to them today. Lisa?",let table everybody amazing thing happen today lisa
"Time's up! Okay, Maggie: ""suck, suck,"" that takes us to... me.",time okay maggie suck suck take
"I don't know if I can. I'm a yo-yo dieter: ""Yo, hot dog man!"" ""Yo, peanuts!"" Why aren't you laughing? Don't you know what ""yo"" means?",know yo yo dieter yo hot dog man yo peanut laugh know yo mean
"Hm, they look good with a little meat on their bones.",hm look good little meat bone
"Oh, that song's a little on the nose. Can we do it to David Bowie's ""Heroes?""",oh song little nose david bowie hero
This montage sounds really exhausting. How 'bout I just do a walking around sad montage?,montage sound exhausting walk sad montage
A montage of me turning a ragtag Little League team into state runners-up?,montage turn ragtag little league team state runner
"Me using funny modes of transportation like a hot air balloon and a camel, and finally a pickup truck full of chickens? Then I get out of the truck and go thank the driver, but then I see the driver is a chicken?",funny mode transportation like hot air balloon camel finally pickup truck chicken truck thank driver driver chicken
"This life is the greatest. I get paid a fortune, I've got a closet full of free sneakers and watches, and I get to hire my friends.",life great pay fortune get closet free sneaker watch hire friend
A lot of things come and go in life. But not fame and fitness.,lot thing come life fame fitness
But you taught me the only people who can stay thin are those who can afford five thousand dollar a week nutritional consultants.,teach people stay thin afford thousand dollar week nutritional consultant
"Oh. This other cheese cube's stuck to the first one. Well, that still technically counts as one.",oh cheese cube stuck technically count
It's bad luck to eat an even number of cheese cubes.,bad luck eat number cheese cube
"Okay look, there's a big football game on tonight, so we can get this thing over real quick. Show me some of Bart's artwork, give me a little false hope, and here's a little something to help with his grades.",okay look big football game tonight thing real quick bart artwork little false hope little help grade
Woo hoo! There's no better violence than self-inflicted violence!,woo hoo well violence self inflict violence
"Ah yes, filthy, but obscure. With a subtle scatological undertone.",ah yes filthy obscure subtle scatological undertone
"Now listen, son, I know we saw some awesome beat-downs tonight, but remember: don't try this at home. Do it at the schoolyard. Someplace where, if you get hurt, we can sue, not just them, but the school, the county, the state, and that jackass Joe Biden.",listen son know see awesome beat down tonight remember try home schoolyard someplace hurt sue school county state jackass joe biden
"Ultimate Punching is exploitative, violent and a bad influence on our young people. Studies have shown your mother is right.",ultimate punching exploitative violent bad influence young people study show mother right
It wasn't just a piece -- it was the whole cake! Frosting... like snow... on the eaves of a Bavarian castle!,piece cake frost like snow eave bavarian castle
"Yeah, Marge. He'll knock your block off. Your beautiful block.",yeah marge knock block beautiful block
"We've gotta get Marge some professional training. Carl, do you know heavyweight champ Drederick Tatum?",get to marge professional training carl know heavyweight champ drederick tatum
Marge... I bet we've got ten minutes till the kids wake up.,marge bet get minute till kid wake
"Uh, Moe, I have a confession to make: I'm just Homer dressed as Marge.",uh moe confession homer dress marge
"Well, you'd better not leave me and talk to your old friends all night.",well leave talk old friend night
"Marge, I tried my best to talk you out of this. But since you're going through with it, I beg you, just stay out of his way and don't get hurt.",marge try good talk go beg stay way hurt
"Now remember, no loud noises. Oh man, that breeze feels good!",remember loud noise oh man breeze feel good
Woo hoo! An unattended tap! Like takin' beer from a baby!,woo hoo unattended tap like takin beer baby
"OH, THERE'S SO MANY MEN AROUND THE WORLD, OF EVERY SHAPE AND SIZE / I WANT TO NIBBLE ON JAMAICAN JERKS AND TERIYAKI THIGHS...",oh man world shape size want nibble jamaican jerks teriyaki thighs
"I WANT TO FRENCH KISS A FRENCHMAN, AND SPOON AN ENGLISH DUKE / 'CAUSE FRANKLY, DEAR, TO NOT BE QUEER, JUST MAKES ME WANT TO PUKE...",want french kis frenchman spoon english duke cause frankly dear queer makes want puke
I RECOMMEND / OUR DEAR OLD FRIEND / BARTENDER MOE SZYSLAK!,recommend dear old friend bartender moe szyslak
"Of course I do, Marge. Can you still love a man who's half-beer?",course marge love man half beer
"Hey Carl, look how I messed with the names on the softball sign-up sheet. It's delicious! You know how Smitty's name is Smitty? Well, not anymore -- I changed the ""m"" to a--",hey carl look mess name softball sign sheet delicious know smitty smitty anymore change m
"Not an option, big fella. Either you're my assistant, or you find a job elsewhere -- and in this economy, elsewhere ain't hirin'!",option big fella assistant find job economy be hirin
Calendar! Oh my God! I forgot to move Carl's twelve-thirty to two-thirty.,calendar oh god forget carl thirty thirty
"Stupid Carl... ""Update the phone list, Homer!"" ""You put my contact lenses in backwards, Homer!"" I'm sorry, honey.",stupid carl update phone list homer contact lense backwards homer sorry honey
"Honey, I know it's been a rough couple of weeks. But I booked us a night this Saturday, at a very romantic hotel.",honey know rough couple week book night saturday romantic hotel
"All right, I put in a hundred-hour work week, but I took a power-nap while I was driving us here and now I'm rarin' to go!",right hour work week take power nap drive rarin
"""LICK... EYES."" Um, I'll try again. ""SPANK... HAIR."" What the? ""WHISPER INTO... ASS."" This game sucks!",lick eyes um try spank hair whisper ass game suck
"Okay. Kiss me, baby! Kiss me like a frog in a fairytale!",okay kiss baby kiss like frog fairytale
"Okay, Fission Week kicks off on Monday with a reception by the International Proton Council. Word is, protons are the new electrons.",okay fission week kick monday reception international proton council word proton new electron
"Oh I don't think so! You know that woman you've been playing ""hide the baguette"" with? She's the first lady of France, Carla Bruni!",oh think know woman play hide baguette lady france carla bruni
"If you fire me, I'll call President Sarkozy and he'll be all over you like Truffaut on Hitchcock.",fire president sarkozy like truffaut hitchcock
"Marge, I believe we have a little unfinished business. Come with me!",marge believe little unfinished business come
Gotta leave early to beat the traffic. Now to get on route two-oh-five and it's a straight shot home. For crying out--,get to leave early beat traffic route oh straight shot home cry
"Well, uh... it's got a rich mash base and a sense of danger. And I detect notes of elderberry, tobacco, oak, no, poison oak... and hints of game.",uh get rich mash base sense danger detect note elderberry tobacco oak poison oak hint game
"Oh sweetie, I found you! Now, who's gonna find us? Help!",oh sweetie find go to find help
Hmm... Hillbilly moonshine -- the little witch is right!,hmm hillbilly moonshine little witch right
"Gee Lisa, looks like tomorrow I'll be shoveling ten feet of ""global warming.""",gee lisa look like tomorrow shovel foot global warming
"I see. So you're saying ""warming"" makes it colder. Well, aren't you the Queen of Crazyland? Everything's the opposite of everything. La-de-da-de-da! I'm Lisa Simpson. La-de-da-de-da.",say warm make colder queen crazyland opposite la de da de da lisa simpson la de da de da
"Son, I love you kids. But I'm only going to the hospital one more time in my life and I ain't comin' out.",son love kid go hospital time life be comin
"Girls are easy: girls love daddy, girls make birthday cards with glitter on them, girls can marry a hockey player and get me seats to hockey games, girls don't steal my knives...and I don't have to tell girls how their bodies work, 'cause I don't know.",girl easy girl love daddy girl birthday card glitter girl marry hockey player seat hockey game girl steal knife tell girl body work know
There comes a time in every marriage when it comes down to this. Do we eat dessert or do we make love?,come time marriage come eat dessert love
"Well, welcome, Charlie! Nice to meet ya! No glasses -- way to go! This one's a keeper!",welcome charlie nice meet ya glass way keeper
"I know you miss him, boy. So let's you and me spend some quality father and son time.",know miss boy let spend quality father son time
"Yeah. It sounded like naked bacon to me. I don't know why they say you're the dumb guy, Tom.",yeah sound like naked bacon know dumb guy tom
"Oh, I love going to aquatic parks -- they have worse rides than amusement parks, less fish than aquariums -- but the parking is ample!",oh love go aquatic park bad ride amusement park fish aquarium parking ample
"Hurry! If we don't get a seat in the splash zone, I've worn my bathing suit under my clothes for nothing!",hurry seat splash zone wear bathing suit clothe
It's funny... it's poignant... it actually happened... My father is interesting?! The whole world's upside down! That must mean Cathy is funny.,funny poignant actually happen father interesting world upside mean cathy funny
"Marge, my brain is like a computer, and I file away Grampa's stories in a very special place.",marge brain like computer file away grampa story special place
"Oh Dad, I got you some scotch. One of those fancy ones the checkout lady had to unlock the cabinet to get.",oh dad get scotch fancy one checkout lady unlock cabinet
It's a father-son commitment band that I bought and never told you about!,father son commitment band buy tell
Stupid Grampa. I try to end the cycle of neglect and he hits me with some super neglect!,stupid grampa try end cycle neglect hit super neglect
"Why you little... oh, I can't. When I look at those beautiful chubby cheeks... c'mere, you.",little oh look beautiful chubby cheek
I'll kill you! You son-of-a--- Don't look hurt. It's okay. It's okay. It's okay.,kill son look hurt okay okay okay
"I'll show Grampa. I'll find my own surrogate father, full of heart-warming stories I can share with the world.",grampa find surrogate father heart warm story share world
"Hmm... I'm just gonna put ""haste makes waste.""",hmm go to haste make waste
"""When I rode with Abe Simpson on the Tinseltown Starliner, I never dreamed his first voyage would be his last? At three o'clock on Monday, Abe passed away peacefully in his sleep.""",ride abe simpson tinseltown starliner dream voyage monday abe pass away peacefully sleep
How would he know Grampa was going to die today? Unless... he was going to kill him! But would someone really kill a man just to win a Pulitzer Prize?,know grampa go die today go kill kill man win pulitzer prize
"Dad, I don't have the right words to say how I really feel about you, but at least I know how to beat up a guy who does.",dad right word feel know beat guy
"I've been waiting for this day for so long. The year is nineteen forty-six. In a war-torn world, a single flower blooms. And that flower is an angry Japanese monster named Godzilla. How am I doin', Dad?",wait day long year nineteen war tear world single flower bloom flower angry japanese monster name godzilla dad
"Fortunately there was one man who could help: Colonel Tom Parker. The Colonel took this monster, cleaned him up and put him onstage under the name ""The Rolling Stones."" The first concert was a sellout, with many, many, many people eaten. But those that survived raved about the undeniable harmonies and brutally honest lyrics of what they had just seen.",fortunately man help colonel tom parker colonel take monster clean onstage rolling stones concert sellout people eaten survive rave undeniable harmony brutally honest lyric see
...and that lasted about five years. But then Godzilla dropped out for a while to do movies. All of the awful movies we see now today in the drive-ins that no longer exist.,last year godzilla drop movie awful movie today drive in long exist
"Aw c'mon, Marge. There's nothing funnier than a good ol' bonk on the head.",aw marge funny good bonk head
"None for me, Marge. I get free donuts at work! I can see them now... in the break room, beside the fridge, the pink cardboard box awaits...",marge free donut work break room fridge pink cardboard box await
"...groaning with a ""United Nations"" of donuts: jellies rubbing elbows with cream-filled, the masculine contours of the box juxtaposed with the feminine curves of the treats themselves...",groan united nations donut jelly rub elbow cream fill masculine contours box juxtapose feminine curve treat
"You nuclear workers have no idea how valuable you are. Times have never been better for your industry, now that all the protesters who marched in front of nuclear power plants are dying off from radiation poisonin'.",nuclear worker idea valuable time well industry protester march nuclear power plant die radiation poisonin
"Oh Bart, you say that now. But when you're grown up, you'll just think it. Now you stay here and I'll get your sister.",oh bart grow think stay sister
"Don't worry, sweetie. With me at your side, our toast will do just what it's supposed to: steal focus from the bride.",worry sweetie toast suppose steal focus bride
"I IS! OOOH, WHAT A LUCKY MAN I IS! BOO-WEEE-BOO-WEEE-WEE-DOO-DOO-DEE-DEE-DOO-DOO",oooh lucky man boo weee boo weee wee doo doo dee dee doo doo
"C'mon, line, move! Maybe it'll speed up if I make ""can you believe this"" noises. Oh for goodness sake--",line maybe speed believe noise oh goodness
"...Yo no creÃ­a en fortunas, pero entonces me saliÃ³ una galleta...",yo en fortuna pero entonce una galleta
"...que decÃ­a que hoy era mi dÃ­a dichoso. Primero no lo creÃ­, pero entonces me caÃ­ contra la maquina de dulces, ay, ay, ay!",que que hoy era mi dichoso primero lo pero entonce contra la maquina de dulce ay ay ay
"Now, what should I buy first? Hitler's baseball? A mirror that gives me advice?",buy hitler baseball mirror give advice
"And now, Marge's secret benefactor is going to get her the luxury she's always dreamed of: a toaster wide enough for bagels. I'll just take out a little money from my ""local branch.""",marge secret benefactor go luxury dream toaster wide bagel little money local branch
"Lenny... and Carl... A fortune cookie... I ran into the candy machine... and I found an Emerson, Lake, and Palmer...",lenny carl fortune cookie run candy machine find emerson lake palmer
"Son, if I was interested in fun, I would've run away the day you were born.",son interested fun run away day bear
